<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.07.18	09:45:00	1.01027	1.01108	1.01015	1.01100	1364	0	16
2022.07.18	10:00:00	1.01100	1.01422	1.01024	1.01364	2575	0	16
2022.07.18	10:15:00	1.01364	1.01483	1.01334	1.01406	1932	0	16
2022.07.18	10:30:00	1.01405	1.01461	1.01379	1.01389	1669	0	16
2022.07.18	10:45:00	1.01389	1.01479	1.01366	1.01450	1498	0	16
2022.07.18	11:00:00	1.01448	1.01485	1.01411	1.01462	1408	0	16
2022.07.18	11:15:00	1.01463	1.01464	1.01332	1.01332	1248	0	16
2022.07.18	11:30:00	1.01329	1.01345	1.01215	1.01226	1364	0	16
2022.07.18	11:45:00	1.01227	1.01326	1.01190	1.01298	1398	0	16
2022.07.18	12:00:00	1.01299	1.01369	1.01230	1.01364	1412	0	16
2022.07.18	12:15:00	1.01362	1.01484	1.01343	1.01468	994	0	16
2022.07.18	12:30:00	1.01472	1.01485	1.01418	1.01453	842	0	16
2022.07.18	12:45:00	1.01453	1.01572	1.01453	1.01546	858	0	16
2022.07.18	13:00:00	1.01545	1.01604	1.01512	1.01595	800	0	16
2022.07.18	13:15:00	1.01591	1.01743	1.01557	1.01611	1168	0	16
2022.07.18	13:30:00	1.01614	1.01640	1.01515	1.01533	695	0	16
2022.07.18	13:45:00	1.01530	1.01574	1.01501	1.01553	633	0	16
2022.07.18	14:00:00	1.01554	1.01571	1.01463	1.01545	942	0	16
2022.07.18	14:15:00	1.01546	1.01585	1.01457	1.01459	774	0	16
2022.07.18	14:30:00	1.01466	1.01529	1.01403	1.01436	825	0	16
2022.07.18	14:45:00	1.01437	1.01455	1.01368	1.01414	862	0	16
2022.07.18	15:00:00	1.01415	1.01461	1.01284	1.01304	1239	0	16
2022.07.18	15:15:00	1.01304	1.01321	1.01187	1.01196	1297	0	16
2022.07.18	15:30:00	1.01196	1.01323	1.01196	1.01323	1191	0	16
2022.07.18	15:45:00	1.01322	1.01387	1.01306	1.01359	1267	0	16
2022.07.18	16:00:00	1.01359	1.01364	1.01234	1.01339	1365	0	16
2022.07.18	16:15:00	1.01343	1.01443	1.01317	1.01424	1022	0	16
2022.07.18	16:30:00	1.01422	1.01537	1.01413	1.01526	1602	0	16
2022.07.18	16:45:00	1.01526	1.01649	1.01501	1.01545	1572	0	16
2022.07.18	17:00:00	1.01545	1.01698	1.01541	1.01697	1927	0	16
2022.07.18	17:15:00	1.01700	1.01807	1.01668	1.01759	1557	0	16
2022.07.18	17:30:00	1.01757	1.01916	1.01751	1.01886	1612	0	16
2022.07.18	17:45:00	1.01891	1.02004	1.01867	1.01930	2036	0	16
2022.07.18	18:00:00	1.01933	1.01971	1.01744	1.01757	1636	0	16
2022.07.18	18:15:00	1.01756	1.01767	1.01637	1.01647	1264	0	16
2022.07.18	18:30:00	1.01645	1.01666	1.01572	1.01590	1118	0	16
2022.07.18	18:45:00	1.01590	1.01633	1.01582	1.01593	671	0	16
2022.07.18	19:00:00	1.01593	1.01680	1.01582	1.01670	547	0	16
2022.07.18	19:15:00	1.01668	1.01754	1.01665	1.01753	635	0	16
2022.07.18	19:30:00	1.01754	1.01762	1.01668	1.01707	469	0	16
2022.07.18	19:45:00	1.01711	1.01714	1.01631	1.01664	727	0	16
2022.07.18	20:00:00	1.01663	1.01737	1.01662	1.01737	468	0	16
2022.07.18	20:15:00	1.01738	1.01765	1.01659	1.01662	562	0	16
2022.07.18	20:30:00	1.01660	1.01667	1.01588	1.01609	601	0	16
2022.07.18	20:45:00	1.01610	1.01642	1.01520	1.01536	714	0	16
2022.07.18	21:00:00	1.01538	1.01554	1.01498	1.01540	560	0	16
2022.07.18	21:15:00	1.01541	1.01565	1.01503	1.01515	436	0	16
2022.07.18	21:30:00	1.01514	1.01591	1.01510	1.01566	646	0	16
2022.07.18	21:45:00	1.01567	1.01579	1.01494	1.01499	594	0	16
2022.07.18	22:00:00	1.01498	1.01551	1.01489	1.01497	620	0	16
2022.07.18	22:15:00	1.01498	1.01527	1.01493	1.01509	504	0	16
2022.07.18	22:30:00	1.01509	1.01514	1.01402	1.01407	884	0	16
2022.07.18	22:45:00	1.01408	1.01437	1.01402	1.01423	806	0	16
2022.07.18	23:00:00	1.01428	1.01453	1.01420	1.01440	274	0	17
2022.07.18	23:15:00	1.01441	1.01447	1.01411	1.01415	142	0	17
2022.07.18	23:30:00	1.01416	1.01446	1.01416	1.01442	113	0	17
2022.07.18	23:45:00	1.01440	1.01462	1.01381	1.01462	145	0	17
2022.07.19	00:00:00	1.01388	1.01435	1.01365	1.01433	41	0	44
2022.07.19	00:15:00	1.01433	1.01457	1.01422	1.01436	15	0	41
2022.07.19	00:30:00	1.01438	1.01456	1.01411	1.01447	34	0	29
2022.07.19	00:45:00	1.01446	1.01454	1.01411	1.01433	75	0	38
2022.07.19	01:00:00	1.01429	1.01460	1.01372	1.01452	301	0	36
2022.07.19	01:15:00	1.01452	1.01468	1.01423	1.01443	127	0	18
2022.07.19	01:30:00	1.01443	1.01450	1.01418	1.01449	260	0	17
2022.07.19	01:45:00	1.01450	1.01470	1.01404	1.01407	551	0	17
2022.07.19	02:00:00	1.01410	1.01419	1.01385	1.01388	383	0	17
2022.07.19	02:15:00	1.01388	1.01407	1.01380	1.01400	376	0	17
2022.07.19	02:30:00	1.01405	1.01406	1.01384	1.01397	274	0	17
2022.07.19	02:45:00	1.01398	1.01462	1.01397	1.01456	657	0	17
2022.07.19	03:00:00	1.01456	1.01476	1.01388	1.01389	604	0	16
2022.07.19	03:15:00	1.01389	1.01394	1.01339	1.01349	392	0	16
2022.07.19	03:30:00	1.01350	1.01360	1.01330	1.01348	402	0	16
2022.07.19	03:45:00	1.01347	1.01349	1.01279	1.01280	540	0	16
2022.07.19	04:00:00	1.01282	1.01299	1.01260	1.01296	347	0	16
2022.07.19	04:15:00	1.01296	1.01333	1.01259	1.01327	541	0	16
2022.07.19	04:30:00	1.01330	1.01356	1.01310	1.01342	820	0	16
2022.07.19	04:45:00	1.01343	1.01360	1.01188	1.01216	979	0	16
2022.07.19	05:00:00	1.01227	1.01324	1.01227	1.01324	772	0	16
2022.07.19	05:15:00	1.01325	1.01341	1.01256	1.01286	522	0	16
2022.07.19	05:30:00	1.01286	1.01322	1.01257	1.01314	543	0	16
2022.07.19	05:45:00	1.01317	1.01319	1.01274	1.01286	508	0	16
2022.07.19	06:00:00	1.01289	1.01374	1.01272	1.01365	573	0	16
2022.07.19	06:15:00	1.01366	1.01372	1.01319	1.01364	317	0	17
2022.07.19	06:30:00	1.01364	1.01368	1.01332	1.01337	314	0	16
2022.07.19	06:45:00	1.01337	1.01364	1.01230	1.01259	543	0	16
2022.07.19	07:00:00	1.01258	1.01336	1.01258	1.01324	375	0	17
2022.07.19	07:15:00	1.01324	1.01342	1.01316	1.01340	215	0	16
2022.07.19	07:30:00	1.01337	1.01371	1.01337	1.01371	281	0	17
2022.07.19	07:45:00	1.01370	1.01426	1.01234	1.01272	890	0	16
2022.07.19	08:00:00	1.01273	1.01419	1.01265	1.01399	844	0	16
2022.07.19	08:15:00	1.01397	1.01485	1.01375	1.01470	787	0	16
2022.07.19	08:30:00	1.01470	1.01533	1.01457	1.01510	1077	0	16
2022.07.19	08:45:00	1.01512	1.01512	1.01437	1.01464	964	0	16
2022.07.19	09:00:00	1.01461	1.01565	1.01447	1.01542	1649	0	16
2022.07.19	09:15:00	1.01542	1.01580	1.01477	1.01576	1401	0	16
2022.07.19	09:30:00	1.01578	1.01634	1.01501	1.01616	1125	0	16
2022.07.19	09:45:00	1.01615	1.01678	1.01594	1.01653	1224	0	16
2022.07.19	10:00:00	1.01658	1.01815	1.01641	1.01749	2100	0	16
2022.07.19	10:15:00	1.01752	1.01943	1.01728	1.01920	2043	0	16
2022.07.19	10:30:00	1.01914	1.02287	1.01914	1.02097	3405	0	16
2022.07.19	10:45:00	1.02097	1.02432	1.02093	1.02406	2871	0	16
2022.07.19	11:00:00	1.02407	1.02527	1.02329	1.02337	2519	0	16
2022.07.19	11:15:00	1.02340	1.02496	1.02308	1.02369	1779	0	16
2022.07.19	11:30:00	1.02370	1.02437	1.02244	1.02293	1617	0	16
2022.07.19	11:45:00	1.02294	1.02440	1.02242	1.02432	1419	0	16
2022.07.19	12:00:00	1.02433	1.02437	1.02234	1.02288	1801	0	16
2022.07.19	12:15:00	1.02287	1.02343	1.02193	1.02306	1627	0	16
2022.07.19	12:30:00	1.02305	1.02571	1.02262	1.02535	1844	0	16
2022.07.19	12:45:00	1.02533	1.02580	1.02396	1.02406	1177	0	16
2022.07.19	13:00:00	1.02408	1.02683	1.02407	1.02564	1683	0	16
2022.07.19	13:15:00	1.02563	1.02567	1.02476	1.02554	1333	0	16
2022.07.19	13:30:00	1.02555	1.02623	1.02429	1.02502	1607	0	16
2022.07.19	13:45:00	1.02505	1.02638	1.02442	1.02636	1840	0	16
2022.07.19	14:00:00	1.02633	1.02638	1.02498	1.02620	1673	0	16
2022.07.19	14:15:00	1.02621	1.02666	1.02566	1.02607	1275	0	16
2022.07.19	14:30:00	1.02607	1.02651	1.02557	1.02612	1351	0	16
2022.07.19	14:45:00	1.02612	1.02632	1.02516	1.02527	1283	0	16
2022.07.19	15:00:00	1.02525	1.02533	1.02436	1.02437	1369	0	16
2022.07.19	15:15:00	1.02436	1.02455	1.02307	1.02344	1391	0	16
2022.07.19	15:30:00	1.02342	1.02396	1.02252	1.02256	1565	0	16
2022.07.19	15:45:00	1.02257	1.02338	1.02239	1.02282	1436	0	16
2022.07.19	16:00:00	1.02277	1.02450	1.02277	1.02437	1169	0	16
2022.07.19	16:15:00	1.02435	1.02483	1.02387	1.02387	1411	0	16
2022.07.19	16:30:00	1.02387	1.02489	1.02387	1.02466	1770	0	16
2022.07.19	16:45:00	1.02467	1.02556	1.02409	1.02409	1808	0	16
2022.07.19	17:00:00	1.02407	1.02640	1.02293	1.02546	2357	0	16
2022.07.19	17:15:00	1.02545	1.02590	1.02343	1.02523	3245	0	16
2022.07.19	17:30:00	1.02524	1.02547	1.02279	1.02304	2725	0	16
2022.07.19	17:45:00	1.02303	1.02508	1.02301	1.02449	2469	0	16
2022.07.19	18:00:00	1.02449	1.02539	1.02404	1.02479	1887	0	16
2022.07.19	18:15:00	1.02475	1.02492	1.02332	1.02343	1543	0	16
2022.07.19	18:30:00	1.02345	1.02464	1.02303	1.02423	1379	0	16
2022.07.19	18:45:00	1.02423	1.02451	1.02329	1.02378	1362	0	16
2022.07.19	19:00:00	1.02378	1.02384	1.02289	1.02339	985	0	16
2022.07.19	19:15:00	1.02342	1.02381	1.02316	1.02359	712	0	16
2022.07.19	19:30:00	1.02360	1.02443	1.02332	1.02340	722	0	16
2022.07.19	19:45:00	1.02339	1.02419	1.02332	1.02396	588	0	16
2022.07.19	20:00:00	1.02396	1.02430	1.02356	1.02372	579	0	16
2022.07.19	20:15:00	1.02370	1.02432	1.02339	1.02369	584	0	16
2022.07.19	20:30:00	1.02370	1.02393	1.02346	1.02361	351	0	16
2022.07.19	20:45:00	1.02364	1.02376	1.02342	1.02345	476	0	16
2022.07.19	21:00:00	1.02344	1.02356	1.02292	1.02299	555	0	16
2022.07.19	21:15:00	1.02298	1.02319	1.02272	1.02289	510	0	16
2022.07.19	21:30:00	1.02289	1.02303	1.02249	1.02276	475	0	16
2022.07.19	21:45:00	1.02278	1.02324	1.02259	1.02310	622	0	16
2022.07.19	22:00:00	1.02308	1.02309	1.02253	1.02281	843	0	16
2022.07.19	22:15:00	1.02281	1.02306	1.02264	1.02285	655	0	16
2022.07.19	22:30:00	1.02284	1.02293	1.02263	1.02278	669	0	16
2022.07.19	22:45:00	1.02282	1.02307	1.02205	1.02206	962	0	16
2022.07.19	23:00:00	1.02210	1.02254	1.02210	1.02244	459	0	17
2022.07.19	23:15:00	1.02242	1.02255	1.02225	1.02234	205	0	16
2022.07.19	23:30:00	1.02234	1.02264	1.02233	1.02255	204	0	17
2022.07.19	23:45:00	1.02255	1.02263	1.02208	1.02208	169	0	17
2022.07.20	00:00:00	1.02225	1.02290	1.02220	1.02272	34	0	29
2022.07.20	00:15:00	1.02272	1.02292	1.02237	1.02286	138	0	26
2022.07.20	00:30:00	1.02287	1.02289	1.02250	1.02266	69	0	31
2022.07.20	00:45:00	1.02264	1.02295	1.02248	1.02264	117	0	26
2022.07.20	01:00:00	1.02265	1.02281	1.02194	1.02281	204	0	23
2022.07.20	01:15:00	1.02281	1.02345	1.02281	1.02340	140	0	20
2022.07.20	01:30:00	1.02342	1.02382	1.02337	1.02377	110	0	20
2022.07.20	01:45:00	1.02372	1.02402	1.02342	1.02343	78	0	21
2022.07.20	02:00:00	1.02345	1.02356	1.02320	1.02345	124	0	21
2022.07.20	02:15:00	1.02343	1.02348	1.02293	1.02300	214	0	16
2022.07.20	02:30:00	1.02298	1.02314	1.02285	1.02299	190	0	17
2022.07.20	02:45:00	1.02301	1.02310	1.02291	1.02297	232	0	20
2022.07.20	03:00:00	1.02299	1.02364	1.02299	1.02350	255	0	17
2022.07.20	03:15:00	1.02346	1.02446	1.02345	1.02439	369	0	16
2022.07.20	03:30:00	1.02438	1.02462	1.02408	1.02422	305	0	17
2022.07.20	03:45:00	1.02423	1.02475	1.02394	1.02452	338	0	17
2022.07.20	04:00:00	1.02451	1.02458	1.02402	1.02410	399	0	16
2022.07.20	04:15:00	1.02411	1.02432	1.02381	1.02389	574	0	16
2022.07.20	04:30:00	1.02388	1.02393	1.02338	1.02355	559	0	16
2022.07.20	04:45:00	1.02354	1.02359	1.02324	1.02331	460	0	16
2022.07.20	05:00:00	1.02331	1.02356	1.02304	1.02351	421	0	16
2022.07.20	05:15:00	1.02350	1.02382	1.02329	1.02336	458	0	17
2022.07.20	05:30:00	1.02337	1.02400	1.02329	1.02399	681	0	16
2022.07.20	05:45:00	1.02404	1.02422	1.02364	1.02410	558	0	16
2022.07.20	06:00:00	1.02410	1.02425	1.02389	1.02414	508	0	17
2022.07.20	06:15:00	1.02415	1.02451	1.02407	1.02429	450	0	17
2022.07.20	06:30:00	1.02429	1.02440	1.02384	1.02423	328	0	16
2022.07.20	06:45:00	1.02424	1.02429	1.02393	1.02424	297	0	16
2022.07.20	07:00:00	1.02425	1.02444	1.02410	1.02440	316	0	16
2022.07.20	07:15:00	1.02444	1.02474	1.02436	1.02438	417	0	16
2022.07.20	07:30:00	1.02439	1.02469	1.02414	1.02455	497	0	16
2022.07.20	07:45:00	1.02454	1.02467	1.02419	1.02429	332	0	17
2022.07.20	08:00:00	1.02427	1.02460	1.02404	1.02439	522	0	16
2022.07.20	08:15:00	1.02439	1.02464	1.02385	1.02450	619	0	17
2022.07.20	08:30:00	1.02449	1.02450	1.02349	1.02374	542	0	16
2022.07.20	08:45:00	1.02380	1.02393	1.02349	1.02369	675	0	16
2022.07.20	09:00:00	1.02370	1.02398	1.02293	1.02303	1143	0	16
2022.07.20	09:15:00	1.02304	1.02358	1.02286	1.02344	1175	0	16
2022.07.20	09:30:00	1.02343	1.02351	1.02279	1.02313	1030	0	16
2022.07.20	09:45:00	1.02318	1.02500	1.02317	1.02492	1584	0	16
2022.07.20	10:00:00	1.02492	1.02576	1.02446	1.02553	2047	0	16
2022.07.20	10:15:00	1.02552	1.02723	1.02545	1.02602	2179	0	16
2022.07.20	10:30:00	1.02606	1.02643	1.02372	1.02383	2049	0	16
2022.07.20	10:45:00	1.02383	1.02440	1.02204	1.02248	2524	0	16
2022.07.20	11:00:00	1.02251	1.02433	1.02184	1.02324	2939	0	16
2022.07.20	11:15:00	1.02323	1.02372	1.02229	1.02277	1707	0	16
2022.07.20	11:30:00	1.02277	1.02385	1.02277	1.02335	1202	0	16
2022.07.20	11:45:00	1.02334	1.02412	1.02290	1.02309	1052	0	16
2022.07.20	12:00:00	1.02306	1.02419	1.02292	1.02398	772	0	16
2022.07.20	12:15:00	1.02400	1.02509	1.02374	1.02413	1119	0	16
2022.07.20	12:30:00	1.02412	1.02509	1.02405	1.02486	1009	0	16
2022.07.20	12:45:00	1.02488	1.02521	1.02417	1.02507	953	0	16
2022.07.20	13:00:00	1.02507	1.02507	1.02384	1.02394	1048	0	16
2022.07.20	13:15:00	1.02392	1.02410	1.02285	1.02388	972	0	16
2022.07.20	13:30:00	1.02388	1.02393	1.01831	1.01876	3392	0	16
2022.07.20	13:45:00	1.01874	1.01980	1.01721	1.01968	2552	0	16
2022.07.20	14:00:00	1.01968	1.02108	1.01887	1.02093	1446	0	16
2022.07.20	14:15:00	1.02092	1.02135	1.01962	1.01992	1333	0	16
2022.07.20	14:30:00	1.01992	1.02014	1.01835	1.01866	1128	0	16
2022.07.20	14:45:00	1.01867	1.01918	1.01798	1.01900	1516	0	16
2022.07.20	15:00:00	1.01896	1.02016	1.01875	1.01977	1388	0	16
2022.07.20	15:15:00	1.01984	1.01989	1.01785	1.01907	1839	0	16
2022.07.20	15:30:00	1.01906	1.01985	1.01867	1.01913	1542	0	16
2022.07.20	15:45:00	1.01913	1.02198	1.01897	1.02101	2269	0	16
2022.07.20	16:00:00	1.02099	1.02287	1.02080	1.02257	1699	0	16
2022.07.20	16:15:00	1.02255	1.02353	1.02233	1.02306	1674	0	16
2022.07.20	16:30:00	1.02305	1.02370	1.02213	1.02243	2196	0	16
2022.07.20	16:45:00	1.02247	1.02255	1.02144	1.02150	2065	0	16
2022.07.20	17:00:00	1.02147	1.02200	1.02126	1.02178	1896	0	16
2022.07.20	17:15:00	1.02180	1.02250	1.02127	1.02177	1513	0	16
2022.07.20	17:30:00	1.02175	1.02225	1.02035	1.02076	1793	0	16
2022.07.20	17:45:00	1.02074	1.02194	1.02033	1.02117	2057	0	16
2022.07.20	18:00:00	1.02122	1.02143	1.02015	1.02034	1866	0	16
2022.07.20	18:15:00	1.02033	1.02046	1.01972	1.01976	1105	0	16
2022.07.20	18:30:00	1.01979	1.02036	1.01946	1.02016	1220	0	16
2022.07.20	18:45:00	1.02015	1.02163	1.02007	1.02139	1023	0	16
2022.07.20	19:00:00	1.02139	1.02164	1.02110	1.02111	598	0	16
2022.07.20	19:15:00	1.02113	1.02153	1.02094	1.02095	556	0	16
2022.07.20	19:30:00	1.02094	1.02108	1.01902	1.01933	978	0	16
2022.07.20	19:45:00	1.01933	1.01945	1.01822	1.01897	1243	0	16
2022.07.20	20:00:00	1.01896	1.01925	1.01668	1.01773	2222	0	16
2022.07.20	20:15:00	1.01772	1.01773	1.01662	1.01669	956	0	16
2022.07.20	20:30:00	1.01668	1.01712	1.01593	1.01613	979	0	16
2022.07.20	20:45:00	1.01614	1.01643	1.01546	1.01567	884	0	16
2022.07.20	21:00:00	1.01563	1.01674	1.01563	1.01648	993	0	16
2022.07.20	21:15:00	1.01648	1.01697	1.01626	1.01692	784	0	16
2022.07.20	21:30:00	1.01693	1.01755	1.01676	1.01725	776	0	16
2022.07.20	21:45:00	1.01725	1.01765	1.01722	1.01764	561	0	16
2022.07.20	22:00:00	1.01764	1.01830	1.01763	1.01766	575	0	16
2022.07.20	22:15:00	1.01767	1.01789	1.01762	1.01785	380	0	16
2022.07.20	22:30:00	1.01786	1.01804	1.01765	1.01784	520	0	16
2022.07.20	22:45:00	1.01784	1.01788	1.01729	1.01766	505	0	16
2022.07.20	23:00:00	1.01765	1.01778	1.01751	1.01752	182	0	18
2022.07.20	23:15:00	1.01752	1.01766	1.01741	1.01757	131	0	17
2022.07.20	23:30:00	1.01754	1.01791	1.01733	1.01769	166	0	17
2022.07.20	23:45:00	1.01770	1.01807	1.01720	1.01733	370	0	17
2022.07.21	00:00:00	1.01712	1.01785	1.01705	1.01785	52	0	27
2022.07.21	00:15:00	1.01785	1.01791	1.01776	1.01787	27	0	31
2022.07.21	00:30:00	1.01787	1.01790	1.01753	1.01782	43	0	18
2022.07.21	00:45:00	1.01782	1.01787	1.01777	1.01784	24	0	23
2022.07.21	01:00:00	1.01784	1.01858	1.01772	1.01856	216	0	27
2022.07.21	01:15:00	1.01856	1.01863	1.01852	1.01860	51	0	22
2022.07.21	01:30:00	1.01860	1.01860	1.01827	1.01827	35	0	21
2022.07.21	01:45:00	1.01827	1.01842	1.01806	1.01806	62	0	20
2022.07.21	02:00:00	1.01809	1.01839	1.01798	1.01824	152	0	16
2022.07.21	02:15:00	1.01824	1.01824	1.01761	1.01777	307	0	16
2022.07.21	02:30:00	1.01777	1.01784	1.01761	1.01783	219	0	16
2022.07.21	02:45:00	1.01783	1.01827	1.01775	1.01801	295	0	16
2022.07.21	03:00:00	1.01802	1.01854	1.01774	1.01854	582	0	16
2022.07.21	03:15:00	1.01855	1.01857	1.01804	1.01838	360	0	16
2022.07.21	03:30:00	1.01837	1.01891	1.01835	1.01882	379	0	16
2022.07.21	03:45:00	1.01883	1.01927	1.01847	1.01863	812	0	16
2022.07.21	04:00:00	1.01864	1.01867	1.01807	1.01829	557	0	16
2022.07.21	04:15:00	1.01829	1.01878	1.01824	1.01863	540	0	16
2022.07.21	04:30:00	1.01864	1.01942	1.01858	1.01919	848	0	16
2022.07.21	04:45:00	1.01919	1.01937	1.01903	1.01932	532	0	17
2022.07.21	05:00:00	1.01932	1.01958	1.01904	1.01938	494	0	16
2022.07.21	05:15:00	1.01937	1.02019	1.01929	1.02016	484	0	16
2022.07.21	05:30:00	1.02015	1.02069	1.02007	1.02056	454	0	16
2022.07.21	05:45:00	1.02056	1.02097	1.02041	1.02086	521	0	16
2022.07.21	06:00:00	1.02086	1.02126	1.02061	1.02091	1171	0	16
2022.07.21	06:15:00	1.02092	1.02111	1.02073	1.02074	687	0	16
2022.07.21	06:30:00	1.02073	1.02078	1.02036	1.02045	624	0	16
2022.07.21	06:45:00	1.02046	1.02093	1.02042	1.02081	556	0	16
2022.07.21	07:00:00	1.02082	1.02093	1.02048	1.02067	436	0	16
2022.07.21	07:15:00	1.02066	1.02118	1.02066	1.02075	342	0	16
2022.07.21	07:30:00	1.02080	1.02248	1.02069	1.02155	997	0	16
2022.07.21	07:45:00	1.02157	1.02237	1.02146	1.02221	811	0	16
2022.07.21	08:00:00	1.02220	1.02275	1.02197	1.02235	584	0	16
2022.07.21	08:15:00	1.02235	1.02240	1.02099	1.02160	772	0	16
2022.07.21	08:30:00	1.02159	1.02256	1.02150	1.02233	873	0	16
2022.07.21	08:45:00	1.02234	1.02257	1.02207	1.02219	902	0	16
2022.07.21	09:00:00	1.02220	1.02298	1.02181	1.02282	1520	0	16
2022.07.21	09:15:00	1.02281	1.02281	1.02137	1.02156	1235	0	16
2022.07.21	09:30:00	1.02159	1.02205	1.02065	1.02165	1364	0	16
2022.07.21	09:45:00	1.02166	1.02169	1.02005	1.02046	1383	0	16
2022.07.21	10:00:00	1.02047	1.02159	1.02035	1.02105	2330	0	16
2022.07.21	10:15:00	1.02108	1.02172	1.02019	1.02032	2573	0	16
2022.07.21	10:30:00	1.02031	1.02167	1.02031	1.02079	1689	0	16
2022.07.21	10:45:00	1.02077	1.02081	1.01896	1.01951	1924	0	16
2022.07.21	11:00:00	1.01955	1.01958	1.01724	1.01778	1682	0	16
2022.07.21	11:15:00	1.01777	1.01878	1.01758	1.01857	1543	0	16
2022.07.21	11:30:00	1.01858	1.01938	1.01698	1.01775	2151	0	16
2022.07.21	11:45:00	1.01774	1.01924	1.01742	1.01904	2215	0	16
2022.07.21	12:00:00	1.01904	1.01904	1.01724	1.01744	1194	0	16
2022.07.21	12:15:00	1.01744	1.01786	1.01692	1.01750	1380	0	16
2022.07.21	12:30:00	1.01753	1.01768	1.01649	1.01734	1107	0	16
2022.07.21	12:45:00	1.01735	1.01826	1.01726	1.01810	1210	0	16
2022.07.21	13:00:00	1.01808	1.01903	1.01793	1.01901	1102	0	16
2022.07.21	13:15:00	1.01899	1.01983	1.01853	1.01955	1054	0	16
2022.07.21	13:30:00	1.01955	1.01963	1.01826	1.01860	1247	0	16
2022.07.21	13:45:00	1.01858	1.01884	1.01812	1.01880	1178	0	16
2022.07.21	14:00:00	1.01882	1.01958	1.01848	1.01880	1221	0	16
2022.07.21	14:15:00	1.01881	1.01925	1.01814	1.01903	1183	0	16
2022.07.21	14:30:00	1.01903	1.01917	1.01783	1.01870	1504	0	16
2022.07.21	14:45:00	1.01868	1.01941	1.01811	1.01893	1127	0	16
2022.07.21	15:00:00	1.01894	1.02043	1.01873	1.01986	1647	0	16
2022.07.21	15:15:00	1.01970	1.02593	1.01902	1.02415	4713	0	16
2022.07.21	15:30:00	1.02416	1.02770	1.02400	1.02750	4086	0	16
2022.07.21	15:45:00	1.02750	1.02755	1.02549	1.02642	3588	0	16
